FID,id_objeto,nome,geometriaaproximada,nomeabrev,largura,extensao,operacional,situacaofisica,homologacao,tipopista,usopista,revestimento,geom
BCIM_Pista_Ponto_Pouso_P.38039,38039,Alcoolvare,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.30888888870401 -20.08638888781354)
BCIM_Pista_Ponto_Pouso_P.38041,38041,Fazenda Sol Aberto,Não,,23,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.579999999838535 -12.894999999257266)
BCIM_Pista_Ponto_Pouso_P.38043,38043,Fazenda Santa Maria do Jauru,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.55305555522494 -15.816388887861503)
BCIM_Pista_Ponto_Pouso_P.38001,38001,Fazenda Rancho Estrela,Não,,25,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.73805555566323 -16.99833333270064)
BCIM_Pista_Ponto_Pouso_P.38045,38045,Fazenda Barranquinho,Não,,20,1050,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.468055555300154 -15.63666666571461)
BCIM_Pista_Ponto_Pouso_P.38051,38051,Fazenda Magiana,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.24277777782935 -12.388611110595864)
BCIM_Pista_Ponto_Pouso_P.38055,38055,Fazenda Jarinã,Não,,25,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.58527777802089 -10.325277777548614)
BCIM_Pista_Ponto_Pouso_P.38059,38059,Fazenda Rancho Estrela IV,Não,,20,980,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-46.541388889252055 -13.651944444254205)
BCIM_Pista_Ponto_Pouso_P.38061,38061,José Múcio Monteiro,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-35.271666667464075 -8.631111111889924)
BCIM_Pista_Ponto_Pouso_P.38063,38063,Fazenda Esperança,Não,,20,1100,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.61777777802257 -12.033611110820233)
BCIM_Pista_Ponto_Pouso_P.38065,38065,Fazenda Morada da Lua,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.313611110877595 -18.267222221175093)
BCIM_Pista_Ponto_Pouso_P.38067,38067,Barra Grande,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-38.935833333883814 -13.90361111125722)
BCIM_Pista_Ponto_Pouso_P.38069,38069,Caima,Não,,30,1426,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-56.219166667087215 -4.303888889078836)
BCIM_Pista_Ponto_Pouso_P.38071,38071,Fazenda Jaó,Não,,19,1450,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.98972222230597 -14.758333332756612)
BCIM_Pista_Ponto_Pouso_P.38073,38073,Fazenda Maranata,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-60.86944444415091 -12.773888888034637)
BCIM_Pista_Ponto_Pouso_P.38075,38075,Lagoa dos Coqueiros,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.987777777906906 -9.235555555250954)
BCIM_Pista_Ponto_Pouso_P.38081,38081,Fazenda Bahia,Não,,23,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.074166666525095 -16.92138888798847)
BCIM_Pista_Ponto_Pouso_P.38083,38083,Fazenda Morro Branco,Não,,18,790,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.765833332971525 -16.118055554487285)
BCIM_Pista_Ponto_Pouso_P.38085,38085,Fazenda Serra Vermelha,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-45.30277777849005 -6.872777778274244)
BCIM_Pista_Ponto_Pouso_P.38087,38087,Fazenda Eldorado - Agropecuária Peleana S/A,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.68694444467987 -12.1541666663606)
BCIM_Pista_Ponto_Pouso_P.38089,38089,Fazenda São Sebastião,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.27166666659628 -18.14805555467769)
BCIM_Pista_Ponto_Pouso_P.38091,38091,Fazenda Santa Ana,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.879722222308125 -11.139722221794159)
BCIM_Pista_Ponto_Pouso_P.38093,38093,Pista Santa Tereza,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.58444444475191 -5.185833333373906)
BCIM_Pista_Ponto_Pouso_P.38095,38095,Serra Verde,Não,,20,500,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.99138888913848 -6.924999999912047)
BCIM_Pista_Ponto_Pouso_P.38099,38099,Fazenda Santa Adélia,Não,,50,1975,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.28583333361568 -10.721944444244892)
BCIM_Pista_Ponto_Pouso_P.38107,38107,Candote,Não,,22,1300,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-52.29833333305209 -20.844999998797928)
BCIM_Pista_Ponto_Pouso_P.38109,38109,Fazenda Iporanga,Não,,19,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.47722222246928 -13.75888888854027)
BCIM_Pista_Ponto_Pouso_P.38113,38113,Clube Aerodesportivo Selva,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.444444444513316 -11.875555555079503)
BCIM_Pista_Ponto_Pouso_P.38115,38115,Crispiano,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-46.95305555592544 -13.22277777760886)
BCIM_Pista_Ponto_Pouso_P.38117,38117,Sítio Flor de Lys,Não,,20,605,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-36.672500000850086 -6.94527777864034)
BCIM_Pista_Ponto_Pouso_P.38119,38119,Fazenda Sansara,Não,,30,1150,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-43.77833333364258 -16.599999999653967)
BCIM_Pista_Ponto_Pouso_P.38121,38121,Fazenda Malu,Não,,18,799,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.77416666688304 -12.448055555216513)
BCIM_Pista_Ponto_Pouso_P.38123,38123,João Monteiro,Não,,18,960,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-40.33333333355532 -20.42277777720447)
BCIM_Pista_Ponto_Pouso_P.38125,38125,Fazenda Borereo,Não,,30,1100,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.232895995159 -16.929026347279358)
BCIM_Pista_Ponto_Pouso_P.38127,38127,Banaer de Jacupiranga,Não,,18,400,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.02638888858313 -24.715277776393332)
BCIM_Pista_Ponto_Pouso_P.38129,38129,Fazenda Sapucaí,Não,,18,1100,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-45.763333333970365 -8.298888889238276)
BCIM_Pista_Ponto_Pouso_P.38133,38133,Fazenda Estrela do Aripuana,Não,,23,1350,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-59.36861111102429 -10.748888888311866)
BCIM_Pista_Ponto_Pouso_P.38135,38135,Fazenda Sperafico,Não,,25,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.28666666606733 -23.190277776192396)
BCIM_Pista_Ponto_Pouso_P.38137,38137,Fazenda Santa Rita,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.366111110949056 -14.133888888089988)
BCIM_Pista_Ponto_Pouso_P.38141,38141,Nelson Pizzani,Não,,18,1130,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-50.95611111048979 -27.212222220447305)
BCIM_Pista_Ponto_Pouso_P.38143,38143,Algodoeira,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.550555555379994 -14.185555554741777)
BCIM_Pista_Ponto_Pouso_P.38145,38145,Fazenda São José,Não,,23,1400,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.819999999900254 -14.556388888130728)
BCIM_Pista_Ponto_Pouso_P.38147,38147,Fazenda Frigorífico Atlas,Não,,20,1250,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.4255555559818 -9.412500000019174)
BCIM_Pista_Ponto_Pouso_P.38151,38151,Luiz Eduardo Magalhães,Não,,30,1350,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.137777777659416 -15.531944443626028)
BCIM_Pista_Ponto_Pouso_P.38153,38153,Fazenda Santa Fé,Não,,23,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.3836111110634 -14.051388888203551)
BCIM_Pista_Ponto_Pouso_P.38155,38155,Fazenda Espigão,Não,,20,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.93611111097401 -14.124999999224894)
BCIM_Pista_Ponto_Pouso_P.38157,38157,Fazenda Bandeirantes,Não,,30,1250,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.53527777779676 -17.991388888115623)
BCIM_Pista_Ponto_Pouso_P.38159,38159,Fazenda Vargem das Flores,Não,,50,1400,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.5819444444695 -17.842777777017147)
BCIM_Pista_Ponto_Pouso_P.38165,38165,Fazenda Amazonas,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.48916666686912 -13.799722221817662)
BCIM_Pista_Ponto_Pouso_P.38167,38167,Santa Helena,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.65944444466393 -7.840277777622072)
BCIM_Pista_Ponto_Pouso_P.38169,38169,Fazenda N. S. da Candelária,Não,,40,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.598333332895386 -18.518611109868115)
BCIM_Pista_Ponto_Pouso_P.38171,38171,Boa Vista,Não,,20,1300,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.71444444466027 -7.856111110951028)
BCIM_Pista_Ponto_Pouso_P.38173,38173,Fazenda Campo Augusta,Não,,40,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.76888888861989 -17.509722221174563)
BCIM_Pista_Ponto_Pouso_P.38175,38175,Fazenda Fazendinha,Não,,24,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.48666666623508 -19.48555555427486)
BCIM_Pista_Ponto_Pouso_P.38179,38179,Fazenda Ilha Verde,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.40222222179696 -18.505555554324115)
BCIM_Pista_Ponto_Pouso_P.38181,38181,Fazenda da Paz,Não,,23,770,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.567222221044794 -30.839444442119458)
BCIM_Pista_Ponto_Pouso_P.38183,38183,Aeroclube de Eldorado do Sul,Não,,30,1600,Sim,Construída,Sim,Pista de pouso,Particular,Saibro,POINT (-51.443611110257734 -30.050277775703293)
BCIM_Pista_Ponto_Pouso_P.38189,38189,Fazenda Antônio Andrade,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-40.09277777825021 -15.180277777747236)
BCIM_Pista_Ponto_Pouso_P.38191,38191,Fazenda Costa Norte I,Não,,35,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.89222222234119 -13.310555555074208)
BCIM_Pista_Ponto_Pouso_P.38193,38193,Comunidade São Leopoldo do Tapajós,Não,,25,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.92083333368568 -4.972222222316437)
BCIM_Pista_Ponto_Pouso_P.38195,38195,Fazenda Nossa Senhora de Fátima,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-59.65166666637789 -13.983333332426776)
BCIM_Pista_Ponto_Pouso_P.38197,38197,Fazenda Paiaguas,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-57.45416666650314 -14.07249999920241)
BCIM_Pista_Ponto_Pouso_P.38203,38203,Cimento Poty,Não,,20,900,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-34.861666667504515 -7.531666667552498)
BCIM_Pista_Ponto_Pouso_P.38205,38205,Usinas Braco Norte,Não,,20,1110,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.9544444446559 -9.658333333095932)
BCIM_Pista_Ponto_Pouso_P.38211,38211,Fazenda Araras,Não,,25,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.089166666396764 -23.30833333204132)
BCIM_Pista_Ponto_Pouso_P.38213,38213,Fazenda Cruzeiro,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.29166666633568 -18.981944443275367)
BCIM_Pista_Ponto_Pouso_P.38215,38215,Fazenda Sorriso Metálico,Não,,18,710,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.21527777788259 -17.456666666014367)
BCIM_Pista_Ponto_Pouso_P.38217,38217,Eletro Primavera LTDA,Não,,20,1030,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-61.230555555290145 -11.900833332544222)
BCIM_Pista_Ponto_Pouso_P.38221,38221,Fazenda Shangri-la,Não,,20,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.46959537369694 -10.28291499087524)
BCIM_Pista_Ponto_Pouso_P.38223,38223,Tapurah,Não,,23,1500,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.498611111073494 -12.791666666045437)
BCIM_Pista_Ponto_Pouso_P.38225,38225,Santa Terezinha,Não,,20,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.96083333259545 -28.052222220318434)
BCIM_Pista_Ponto_Pouso_P.38227,38227,Helibrás,Não,,24,608,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-45.479166666608606 -22.43083333230717)
BCIM_Pista_Ponto_Pouso_P.38229,38229,Mamuru,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.580431480133335 -3.1152072594005955)
BCIM_Pista_Ponto_Pouso_P.38235,38235,Fazenda Depósito,Não,,40,850,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-60.733333333931505 4.108333332661884)
BCIM_Pista_Ponto_Pouso_P.38241,38241,Fazenda São Gabriel,Não,,18,650,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-46.1444444451065 -7.490555555958728)
BCIM_Pista_Ponto_Pouso_P.38243,38243,Fazenda Santo Antônio Diamandoré,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.55576820605311 -18.244655791684504)
BCIM_Pista_Ponto_Pouso_P.38245,38245,Muriçoca,Não,,30,500,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-56.63611111136725 -7.154166666576089)
BCIM_Pista_Ponto_Pouso_P.38247,38247,Fazenda Guaíra,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-45.95416666735182 -7.090833333780527)
BCIM_Pista_Ponto_Pouso_P.38253,38253,Fazenda Santa Luzia,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-45.41194444515592 -6.823333333829024)
BCIM_Pista_Ponto_Pouso_P.38255,38255,Fazenda Chapéu de Pano,Não,,60,799,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.52166666627358 -19.77444444318476)
BCIM_Pista_Ponto_Pouso_P.38257,38257,Fazenda São Geraldo,Não,,60,799,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.862777777387954 -19.403888887648446)
BCIM_Pista_Ponto_Pouso_P.38259,38259,Fazenda MRV,Não,,30,1180,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-43.359722222624754 -14.91777777761926)
BCIM_Pista_Ponto_Pouso_P.38263,38263,Aerojaco,Não,,25,880,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.15083333332836 -13.504999999380614)
BCIM_Pista_Ponto_Pouso_P.38265,38265,Selva de Pedra,Não,,25,500,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-56.67083333358396 -7.226388888789788)
BCIM_Pista_Ponto_Pouso_P.38267,38267,Fazenda São Francisco,Não,,23,1050,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.70166666691299 -10.156944444225173)
BCIM_Pista_Ponto_Pouso_P.38269,38269,Fazenda Santa Irene,Não,,30,750,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.909444444081615 -22.494999998651345)
BCIM_Pista_Ponto_Pouso_P.38271,38271,Ilha do Caracara,Não,,18,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-56.840555555227965 -17.45861111001234)
BCIM_Pista_Ponto_Pouso_P.38273,38273,Parque Manoelito Argolo,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-38.00277777842323 -11.96027777814844)
BCIM_Pista_Ponto_Pouso_P.38275,38275,Fazenda Fenix,Não,,25,702,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-41.99555555571104 -20.779444443756343)
BCIM_Pista_Ponto_Pouso_P.38277,38277,Nossa Senhora das Graças,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.95611111053689 -23.994999998400694)
BCIM_Pista_Ponto_Pouso_P.38279,38279,Fazenda Encontro das Águas,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.38833333313924 -22.603333332147745)
BCIM_Pista_Ponto_Pouso_P.38283,38283,Fazenda Vitória,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.473055555440645 -18.75277777682865)
BCIM_Pista_Ponto_Pouso_P.38285,38285,Fazenda Vera Cruz,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.115555555627104 -14.874999999405222)
BCIM_Pista_Ponto_Pouso_P.38289,38289,Fazenda Santa Ana,Não,,35,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-61.23999999966965 -13.004166665770056)
BCIM_Pista_Ponto_Pouso_P.38291,38291,Calcário Vale do Araguaia,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.6438888890193 -14.190277777275146)
BCIM_Pista_Ponto_Pouso_P.38293,38293,Fazenda Real,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-48.44055555533313 -23.036111109878657)
BCIM_Pista_Ponto_Pouso_P.38295,38295,Fazenda Carolina,Não,,22,906,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-61.12999999968269 -12.900555554674959)
BCIM_Pista_Ponto_Pouso_P.38297,38297,Agropecuária Equus,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Militar,Cascalho,POINT (-53.43916666674697 -13.537499999467713)
BCIM_Pista_Ponto_Pouso_P.38299,38299,Fazenda Buriti,Não,,25,460,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.793055555113945 -19.35444444316079)
BCIM_Pista_Ponto_Pouso_P.38301,38301,Juara Sul,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Cascalho,POINT (-57.538888888877146 -11.286666666136036)
BCIM_Pista_Ponto_Pouso_P.38303,38303,Aparecida do Taboado,Não,,23,1400,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.15125178037252 -20.091013268277425)
BCIM_Pista_Ponto_Pouso_P.38305,38305,Fazenda São José do Rio Branco,Não,,50,950,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-59.15333333301062 -15.07138888790261)
BCIM_Pista_Ponto_Pouso_P.38309,38309,Fazenda Palmeira,Não,,25,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.997777777805716 -12.093888888362239)
BCIM_Pista_Ponto_Pouso_P.38311,38311,Bunge,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-44.39611111182482 -7.372222222717139)
BCIM_Pista_Ponto_Pouso_P.38313,38313,Confresa,Não,,30,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.56722222254058 -10.63361111095706)
BCIM_Pista_Ponto_Pouso_P.38315,38315,Fazenda Poruína,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.21777777766246 -18.11999999907618)
BCIM_Pista_Ponto_Pouso_P.38317,38317,Fazenda Remanso,Não,,25,950,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-61.088888888673566 -11.182222221510328)
BCIM_Pista_Ponto_Pouso_P.38319,38319,Música,Não,,23,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.08083333218081 -30.936111108797757)
BCIM_Pista_Ponto_Pouso_P.38321,38321,Frisama Eldorado,Não,,18,500,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-49.3613888895117 -6.094722222594507)
BCIM_Pista_Ponto_Pouso_P.38327,38327,Fazenda Colorado,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.105555555418846 -13.951388888121793)
BCIM_Pista_Ponto_Pouso_P.38329,38329,Monte Belo,Não,,30,780,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.662100528521 -20.276841044226437)
BCIM_Pista_Ponto_Pouso_P.38331,38331,Fazenda Rio Preto,Não,,60,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.687222222492586 -11.475555555314902)
BCIM_Pista_Ponto_Pouso_P.38333,38333,Fazenda Furnas,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.80111111129 -13.140277777369942)
BCIM_Pista_Ponto_Pouso_P.38335,38335,Fazenda Água Limpa,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.89555555538966 -13.670833332551473)
BCIM_Pista_Ponto_Pouso_P.38337,38337,Fazenda Paredão,Não,,60,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-60.28833333302603 -13.628611110204975)
BCIM_Pista_Ponto_Pouso_P.38343,38343,Fazenda Santa Maria,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-47.23333333408897 -4.646388889485616)
BCIM_Pista_Ponto_Pouso_P.38347,38347,Fazenda Bela Manhã,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.89916666650609 -20.01861111006339)
BCIM_Pista_Ponto_Pouso_P.38351,38351,Araguacema,Não,,30,1400,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-49.55777777826517 -8.837777777893741)
BCIM_Pista_Ponto_Pouso_P.38355,38355,Fazenda Acalanto,Não,,25,1360,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-45.974444444860026 -12.960277777682732)
BCIM_Pista_Ponto_Pouso_P.38365,38365,Aldeia Pykany,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.82972222251659 -8.16666666657619)
BCIM_Pista_Ponto_Pouso_P.38369,38369,Fazenda Livramento,Não,,20,550,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.03111111071984 -19.26861110987535)
